CUSTNAME,REGION,PARTNUM,REVENUE,COST,MARGIN
TERRA INTERNATIONAL,01-East,734311100,404.36,35.3,369.06
TEXAS STREET,01-East,734990000,3321.6,438.2,2883.4
TEXCAST INC,01-East,734311100,3624.06,320.18,3303.88
TEXCAST INC,01-East,733141200,1016,126.95,889.05
TEXCO,01-East,718501000,5525,680.3,4844.7
TEXCO,01-East,774901000,427.2,48.62,378.58
TEXCO,01-East,774631000,412.8,46.56,366.24
TEXTRON FINANCE SHARED,01-East,734351200,917.85,69.73,848.12
THE BELL GROUP,01-East,734311100,1525.92,134.81,1391.11
THE BELL GROUP,01-East,727000140,888,63.35,824.65
THE BELL GROUP,01-East,733721000,572,97.79,474.21
THE BERND GROUP INC.,01-East,764481000,1038,50.82,987.18
THE BERND GROUP INC.,01-East,733444100,996,225.13,770.87
THE BERND GROUP INC.,01-East,764461006,388,27.25,360.75
THE CLAREMONT SALES CORP.,01-East,739561200,10783.36,2223.42,8559.94
THE CLAREMONT SALES CORP.,01-East,764482000,1728,255.71,1472.29
THE CLAREMONT SALES CORP.,01-East,734990000,787.44,110.08,677.36
THE CLAREMONT SALES CORP.,01-East,770260000,680.4,67.63,612.77
THE CLAREMONT SALES CORP.,01-East,739741100,350.08,109.56,240.52
THE DOW CHEMICAL COMPANY,02-Central,764781000,386,20.45,365.55
THE MINE SUPPLY CO,01-East,733721000,1458,285.33,1172.67
"THE N.P. GROUP, INC.",01-East,779987650,4827.6,1183.63,3643.97
"THE N.P. GROUP, INC.",02-Central,779987651,1341,327.23,1013.77
"THE NP GROUP, INC.",01-East,779987650,18576,4142.56,14433.44
"THE NP GROUP, INC.",01-East,724003000,383.5,81.82,301.68
"THE NP GROUP, INC.",02-Central,779987650,4827.6,1183.63,3643.97
THE OHIO STATE UNIVERSITY,02-Central,768121000,489,44.03,444.97
THE R B BIRGE CO,01-East,733525600,752.5,71.05,681.45
"THE SCHAEFER GROUP, INC.",01-East,777902700,38252.34,20221.83,18030.51
"THE SCHAEFER GROUP, INC.",01-East,733211000,502.6,106.4,396.2
"THE SCHAEFER GROUP, INC.",01-East,739561200,278.91,76.67,202.24
"THE SCHAEFER GROUP, INC.",02-Central,777902700,418042.72,209448.15,208594.57
"THE SCHAEFER GROUP, INC.",02-Central,764521000,271009.9,93593.04,177416.86
"THE SCHAEFER GROUP, INC.",02-Central,734173000,227085.6,92858.05,134227.55
"THE SCHAEFER GROUP, INC.",02-Central,754895000,139278.74,23436.58,115842.16
"THE SCHAEFER GROUP, INC.",02-Central,764821000,129143.2,22620.73,106522.47
"THE SCHAEFER GROUP, INC.",02-Central,739741100,78968.16,38810.32,40157.84
"THE SCHAEFER GROUP, INC.",02-Central,766121000,72856.8,8186.7,64670.1
"THE SCHAEFER GROUP, INC.",02-Central,764901000,44303.8,9067.36,35236.44
"THE SCHAEFER GROUP, INC.",02-Central,740402402,35462,8796.99,26665.01
"THE SCHAEFER GROUP, INC.",02-Central,759631000,29764.24,5618.24,24146
"THE SCHAEFER GROUP, INC.",02-Central,754925000,29283.63,4514.15,24769.48
"THE SCHAEFER GROUP, INC.",02-Central,739781100,26513.89,13386.5,13127.39
"THE SCHAEFER GROUP, INC.",02-Central,777903100,23799.3,12991.44,10807.86
"THE SCHAEFER GROUP, INC.",02-Central,764521073,23660,16770,6890
"THE SCHAEFER GROUP, INC.",02-Central,740382201,23601.5,7752.68,15848.82
"THE SCHAEFER GROUP, INC.",02-Central,733525500,22500,3797.23,18702.77
"THE SCHAEFER GROUP, INC.",02-Central,764521061,21600,19170,2430
"THE SCHAEFER GROUP, INC.",02-Central,781670000,21417.5,3965.84,17451.66
"THE SCHAEFER GROUP, INC.",02-Central,740361900,20231.04,8562.4,11668.64
"THE SCHAEFER GROUP, INC.",02-Central,733151500,20137.2,4163.69,15973.51
"THE SCHAEFER GROUP, INC.",02-Central,738561000,18292.8,8591.81,9700.99
"THE SCHAEFER GROUP, INC.",02-Central,733211000,17815.4,3769.3,14046.1
"THE SCHAEFER GROUP, INC.",02-Central,733151600,15162,3074.39,12087.61
"THE SCHAEFER GROUP, INC.",02-Central,777902300,14946.96,8248.88,6698.08
"THE SCHAEFER GROUP, INC.",02-Central,739761100,14154.68,8259.61,5895.07
"THE SCHAEFER GROUP, INC.",02-Central,734311100,14053.47,1620.07,12433.4
"THE SCHAEFER GROUP, INC.",02-Central,734910000,13561.4,4734.46,8826.94
"THE SCHAEFER GROUP, INC.",02-Central,754485000,13527.5,4322.66,9204.84
"THE SCHAEFER GROUP, INC.",02-Central,764461006,13456,3578.01,9877.99
"THE SCHAEFER GROUP, INC.",02-Central,770500000,13221,868.11,12352.89
"THE SCHAEFER GROUP, INC.",02-Central,738542000,13163.76,7279.33,5884.43
"THE SCHAEFER GROUP, INC.",02-Central,777904301,12698.19,5755.9,6942.29
"THE SCHAEFER GROUP, INC.",02-Central,738521000,10673.28,7692.61,2980.67
"THE SCHAEFER GROUP, INC.",02-Central,764821161,10170,6696,3474
"THE SCHAEFER GROUP, INC.",02-Central,777601000,10119.13,2635.44,7483.69
"THE SCHAEFER GROUP, INC.",02-Central,777903800,9974.52,3531.06,6443.46
"THE SCHAEFER GROUP, INC.",02-Central,764902000,9893.8,1414.9,8478.9
"THE SCHAEFER GROUP, INC.",02-Central,733505200,9765,1605.3,8159.7
"THE SCHAEFER GROUP, INC.",02-Central,739561200,9194.88,2493.99,6700.89
"THE SCHAEFER GROUP, INC.",02-Central,718551000,8925,2020.33,6904.67
"THE SCHAEFER GROUP, INC.",02-Central,754445000,8793.8,2864.6,5929.2
"THE SCHAEFER GROUP, INC.",02-Central,764901061,8790,4476,4314
"THE SCHAEFER GROUP, INC.",02-Central,764561000,8436.38,1539.53,6896.85
"THE SCHAEFER GROUP, INC.",02-Central,727000440,8366,2787.29,5578.71
"THE SCHAEFER GROUP, INC.",02-Central,733742000,8340.4,2142.61,6197.79
"THE SCHAEFER GROUP, INC.",02-Central,764481000,7939.2,1557.2,6382
"THE SCHAEFER GROUP, INC.",02-Central,724281200,7927.4,1848.81,6078.59
"THE SCHAEFER GROUP, INC.",02-Central,739561100,7728,2498.93,5229.07
"THE SCHAEFER GROUP, INC.",02-Central,764822000,7531,2118.52,5412.48
"THE SCHAEFER GROUP, INC.",02-Central,758461000,6882.12,1129.71,5752.41
"THE SCHAEFER GROUP, INC.",02-Central,733464500,6836.9,1072.28,5764.62
"THE SCHAEFER GROUP, INC.",02-Central,733484800,6323.2,1068.4,5254.8
"THE SCHAEFER GROUP, INC.",02-Central,779041000,5942.96,1476.72,4466.24
"THE SCHAEFER GROUP, INC.",02-Central,779081000,5888.07,1726.24,4161.83
"THE SCHAEFER GROUP, INC.",02-Central,734611100,5591.3,1123.19,4468.11
"THE SCHAEFER GROUP, INC.",02-Central,764781000,4842.2,877.89,3964.31
"THE SCHAEFER GROUP, INC.",02-Central,737912200,4429.81,950.73,3479.08
"THE SCHAEFER GROUP, INC.",02-Central,764261000,4400,2518.27,1881.73
"THE SCHAEFER GROUP, INC.",02-Central,764862000,4273.1,657.67,3615.43
"THE SCHAEFER GROUP, INC.",02-Central,771320000,4155.65,684.5,3471.15
"THE SCHAEFER GROUP, INC.",02-Central,727000140,4069.12,513.78,3555.34
"THE SCHAEFER GROUP, INC.",02-Central,737301000,3568.41,1931.52,1636.89
"THE SCHAEFER GROUP, INC.",02-Central,734830000,2785.8,544.92,2240.88
"THE SCHAEFER GROUP, INC.",02-Central,739541200,2665.47,643.57,2021.9
"THE SCHAEFER GROUP, INC.",02-Central,764601000,2591.65,554.94,2036.71
"THE SCHAEFER GROUP, INC.",02-Central,734950000,2355.5,628.72,1726.78
"THE SCHAEFER GROUP, INC.",02-Central,788100000,2165.5,539.27,1626.23
"THE SCHAEFER GROUP, INC.",02-Central,737321000,2137.6,428.28,1709.32
"THE SCHAEFER GROUP, INC.",02-Central,734990000,2119.8,410.82,1708.98
"THE SCHAEFER GROUP, INC.",02-Central,764761000,1992,382.32,1609.68
"THE SCHAEFER GROUP, INC.",02-Central,777901100,1868.37,982.06,886.31
"THE SCHAEFER GROUP, INC.",02-Central,779001000,1756.23,443.13,1313.1
"THE SCHAEFER GROUP, INC.",02-Central,761071000,1694.86,348.22,1346.64
"THE SCHAEFER GROUP, INC.",02-Central,754565000,1683.36,675.96,1007.4
"THE SCHAEFER GROUP, INC.",02-Central,734211200,1642.39,208.77,1433.62
"THE SCHAEFER GROUP, INC.",02-Central,777590000,1524.42,737.16,787.26
"THE SCHAEFER GROUP, INC.",02-Central,734351200,1488.52,147.24,1341.28
"THE SCHAEFER GROUP, INC.",02-Central,734900000,1334.37,515.22,819.15
"THE SCHAEFER GROUP, INC.",02-Central,770810000,1316,38.24,1277.76
"THE SCHAEFER GROUP, INC.",02-Central,739641100,1229.04,806.4,422.64
"THE SCHAEFER GROUP, INC.",02-Central,754905000,1004.76,161.06,843.7
"THE SCHAEFER GROUP, INC.",02-Central,733141300,952,139.46,812.54
"THE SCHAEFER GROUP, INC.",02-Central,764482000,889.6,173.3,716.3
"THE SCHAEFER GROUP, INC.",02-Central,770220000,882,84.23,797.77
"THE SCHAEFER GROUP, INC.",02-Central,734651200,823.14,148,675.14
"THE SCHAEFER GROUP, INC.",02-Central,779201000,810.08,208.2,601.88
"THE SCHAEFER GROUP, INC.",02-Central,733464600,719,195.2,523.8
"THE SCHAEFER GROUP, INC.",02-Central,768241000,688.98,119.9,569.08
"THE SCHAEFER GROUP, INC.",02-Central,770290000,675.3,79.65,595.65
"THE SCHAEFER GROUP, INC.",02-Central,770300000,668.26,75.34,592.92
"THE SCHAEFER GROUP, INC.",02-Central,770260000,591.3,67.63,523.67
"THE SCHAEFER GROUP, INC.",02-Central,724261400,467.6,60.94,406.66
"THE SCHAEFER GROUP, INC.",02-Central,741021000,460.22,50.84,409.38
"THE SCHAEFER GROUP, INC.",02-Central,733444200,447.2,77.28,369.92
"THE SCHAEFER GROUP, INC.",02-Central,764341000,371.6,71.96,299.64
"THE SCHAEFER GROUP, INC.",02-Central,733511000,348.75,75.22,273.53
"THE SCHAEFER GROUP, INC.",02-Central,770310000,338.4,47.28,291.12
"THE SCHAEFER GROUP, INC.",02-Central,767990000,334,112.06,221.94
"THE SCHAEFER GROUP, INC.",02-Central,733141200,324,59.97,264.03
"THE SCHAEFER GROUP, INC.",02-Central,779221000,225.88,58.84,167.04
"THE SCHAEFER GROUP, INC.",02-Central,764861000,146.45,25.35,121.1
"THE SCHAEFER GROUP, INC.",02-Central,737902100,143.45,33.56,109.89
"THE SCHAEFER GROUP, INC.",02-Central,779181000,131.82,41.26,90.56
"THE SCHAEFER GROUP, INC.",02-Central,734414100,118.64,17.93,100.71
THE TRANE CO,01-East,733525500,717.5,65.03,652.47
THERMAL CERAMICS,07-Canada Direct,734351200,917.85,69.73,848.12
THERMAL NORTHWEST,01-East,724311200,366.5,94.19,272.31
THERMAL PRODUCTS INC,02-Central,724003000,624481,192940.15,431540.85
THERMAL PRODUCTS INC,02-Central,735602000,613467.5,221246.44,392221.06
THERMAL PRODUCTS INC,02-Central,734990000,514870.4,139607.52,375262.88
THERMAL PRODUCTS INC,02-Central,764901000,361387.5,172172.49,189215.01
THERMAL PRODUCTS INC,02-Central,727063022,319374.8,100067.28,219307.52
THERMAL PRODUCTS INC,02-Central,764821000,313300.5,147395.44,165905.06
THERMAL PRODUCTS INC,02-Central,766542300,263740.8,139310.31,124430.49
THERMAL PRODUCTS INC,02-Central,732820000,253841.28,31236.74,222604.54
THERMAL PRODUCTS INC,02-Central,764901050,224289.5,103121.25,121168.25
THERMAL PRODUCTS INC,02-Central,727070000,214497.6,56115.91,158381.69
THERMAL PRODUCTS INC,02-Central,764521000,192987.75,87110.46,105877.29
THERMAL PRODUCTS INC,02-Central,740361900,191846.4,157548.72,34297.68
THERMAL PRODUCTS INC,02-Central,764781040,181402.5,71109.45,110293.05
THERMAL PRODUCTS INC,02-Central,734351200,176135.65,33516.29,142619.36
THERMAL PRODUCTS INC,02-Central,724007000,158505.09,50879.71,107625.38
THERMAL PRODUCTS INC,02-Central,734173000,157424.5,69485.79,87938.71
THERMAL PRODUCTS INC,02-Central,733403200,121704,25345.97,96358.03
THERMAL PRODUCTS INC,02-Central,768231000,110808,55491.65,55316.35
THERMAL PRODUCTS INC,02-Central,764221000,107134,59227.82,47906.18
THERMAL PRODUCTS INC,02-Central,735602110,106690,40147.19,66542.81
THERMAL PRODUCTS INC,02-Central,764906000,103590,49288.84,54301.16
THERMAL PRODUCTS INC,02-Central,733525600,86310,25232.68,61077.32
THERMAL PRODUCTS INC,02-Central,764862500,85693,41586.5,44106.5
THERMAL PRODUCTS INC,02-Central,764345052,83543.5,45394.08,38149.42
THERMAL PRODUCTS INC,02-Central,764822000,79607,37703.39,41903.61
THERMAL PRODUCTS INC,02-Central,733586400,75852,25537.21,50314.79
THERMAL PRODUCTS INC,02-Central,764802000,66450,22271.66,44178.34
THERMAL PRODUCTS INC,02-Central,766121000,61940.5,21819.64,40120.86
THERMAL PRODUCTS INC,02-Central,735750000,61089.6,36669.95,24419.65
THERMAL PRODUCTS INC,02-Central,733202000,59751.2,23294.2,36457
THERMAL PRODUCTS INC,02-Central,779987650,57407.04,14745.67,42661.37
THERMAL PRODUCTS INC,02-Central,737017020,53295,29872.22,23422.78
THERMAL PRODUCTS INC,02-Central,764762000,49240,9553.92,39686.08
THERMAL PRODUCTS INC,02-Central,764781000,49176,19626.15,29549.85
THERMAL PRODUCTS INC,02-Central,733586600,47664,15234.15,32429.85
THERMAL PRODUCTS INC,02-Central,764761000,38892,16666.5,22225.5
THERMAL PRODUCTS INC,02-Central,733201000,38703,15282.16,23420.84
THERMAL PRODUCTS INC,02-Central,764602000,36552,18542.73,18009.27
THERMAL PRODUCTS INC,02-Central,764342000,34443,19067.11,15375.89
THERMAL PRODUCTS INC,02-Central,739561100,33280.8,14929.22,18351.58
THERMAL PRODUCTS INC,02-Central,739741100,32352.96,22012.12,10340.84
THERMAL PRODUCTS INC,02-Central,732771000,30320.64,2899.79,27420.85
THERMAL PRODUCTS INC,02-Central,733151600,27288,9058.52,18229.48
THERMAL PRODUCTS INC,02-Central,740402402,27165,12342.6,14822.4
THERMAL PRODUCTS INC,02-Central,735752000,26426.4,15697.32,10729.08
THERMAL PRODUCTS INC,02-Central,764522000,26079,11619.02,14459.98
THERMAL PRODUCTS INC,02-Central,734311100,26034.32,5779.05,20255.27
THERMAL PRODUCTS INC,02-Central,733211050,25890,9877.29,16012.71
THERMAL PRODUCTS INC,02-Central,727000140,25059.6,10766.14,14293.46
THERMAL PRODUCTS INC,02-Central,764262000,25037,13346.23,11690.77
THERMAL PRODUCTS INC,02-Central,764261000,24655,13289.91,11365.09
THERMAL PRODUCTS INC,02-Central,718501000,24540,8163.63,16376.37
THERMAL PRODUCTS INC,02-Central,733151500,23956,8073.31,15882.69
THERMAL PRODUCTS INC,02-Central,733211000,23714,8672.49,15041.51
THERMAL PRODUCTS INC,02-Central,733586500,22190.4,7358.69,14831.71
THERMAL PRODUCTS INC,02-Central,733464600,19600,6409.21,13190.79
THERMAL PRODUCTS INC,02-Central,740283502,19575.6,3064.87,16510.73
THERMAL PRODUCTS INC,02-Central,764526010,18063.4,7303.72,10759.68
THERMAL PRODUCTS INC,02-Central,734211200,17279.16,3699.24,13579.92
THERMAL PRODUCTS INC,02-Central,777601000,16322.64,6549.54,9773.1
THERMAL PRODUCTS INC,02-Central,733403100,14766.2,2743.76,12022.44
THERMAL PRODUCTS INC,02-Central,733403300,14696,2889.92,11806.08
THERMAL PRODUCTS INC,02-Central,727063000,13841.2,4335.16,9506.04
THERMAL PRODUCTS INC,02-Central,764482000,12039,4876.52,7162.48
THERMAL PRODUCTS INC,02-Central,739781100,11816.64,8754.54,3062.1
THERMAL PRODUCTS INC,02-Central,738521000,11458.56,6885.66,4572.9
THERMAL PRODUCTS INC,02-Central,737015102,10350,5949.26,4400.74
THERMAL PRODUCTS INC,02-Central,733444300,9912,2703.08,7208.92
THERMAL PRODUCTS INC,02-Central,733721000,9616,5169.28,4446.72
THERMAL PRODUCTS INC,02-Central,741101000,9364.78,852.66,8512.12
THERMAL PRODUCTS INC,02-Central,733525500,9112.5,2638.06,6474.44
THERMAL PRODUCTS INC,02-Central,724311400,9072.7,1992.26,7080.44
THERMAL PRODUCTS INC,02-Central,739541100,9072,3265.11,5806.89
THERMAL PRODUCTS INC,02-Central,724261200,9036,4121.88,4914.12
THERMAL PRODUCTS INC,02-Central,739561200,8706.56,3968.07,4738.49
THERMAL PRODUCTS INC,02-Central,722413100,8483.2,966.96,7516.24
THERMAL PRODUCTS INC,02-Central,734414100,7854.52,1670.94,6183.58
THERMAL PRODUCTS INC,02-Central,734910000,7149,3072,4077
THERMAL PRODUCTS INC,02-Central,740382201,7020,4460.49,2559.51
THERMAL PRODUCTS INC,02-Central,793320074,6643,4067.7,2575.3
THERMAL PRODUCTS INC,02-Central,779988828,6616.8,4754.88,1861.92
THERMAL PRODUCTS INC,02-Central,733141300,6504,2075.99,4428.01
THERMAL PRODUCTS INC,02-Central,733832000,6012,3168.82,2843.18
THERMAL PRODUCTS INC,02-Central,764605000,5115,2531.34,2583.66
THERMAL PRODUCTS INC,02-Central,777642000,4681,1955.74,2725.26
THERMAL PRODUCTS INC,02-Central,739561000,4605.12,2142.14,2462.98
THERMAL PRODUCTS INC,02-Central,733725500,4480,2070.56,2409.44
THERMAL PRODUCTS INC,02-Central,730710500,3810,1758.69,2051.31
THERMAL PRODUCTS INC,02-Central,733671000,3752.77,584.08,3168.69
THERMAL PRODUCTS INC,02-Central,733505200,3670,969.05,2700.95
THERMAL PRODUCTS INC,02-Central,770800000,3408,102.17,3305.83
THERMAL PRODUCTS INC,02-Central,732429300,3350,1175.13,2174.87
THERMAL PRODUCTS INC,02-Central,777580000,3165.66,206.4,2959.26
THERMAL PRODUCTS INC,02-Central,768211000,2937.6,842.04,2095.56
THERMAL PRODUCTS INC,02-Central,734900000,2885.6,1968.64,916.96
THERMAL PRODUCTS INC,02-Central,733464500,2557,795.13,1761.87
THERMAL PRODUCTS INC,02-Central,724311200,2477.45,574.08,1903.37
THERMAL PRODUCTS INC,02-Central,733505300,2460,666.03,1793.97
THERMAL PRODUCTS INC,02-Central,764461006,2362,1147.88,1214.12
THERMAL PRODUCTS INC,02-Central,733141200,2328,641.76,1686.24
THERMAL PRODUCTS INC,02-Central,741061000,2223.25,132.27,2090.98
THERMAL PRODUCTS INC,02-Central,739521100,2123.52,480.24,1643.28
THERMAL PRODUCTS INC,02-Central,733423700,2112,525.17,1586.83
THERMAL PRODUCTS INC,02-Central,733423600,1964.8,494.24,1470.56
THERMAL PRODUCTS INC,02-Central,764481000,1903,770.75,1132.25
THERMAL PRODUCTS INC,02-Central,733511000,1877.5,659.66,1217.84
THERMAL PRODUCTS INC,02-Central,733484900,1872,489.98,1382.02
THERMAL PRODUCTS INC,02-Central,733525400,1847.5,555.03,1292.47
THERMAL PRODUCTS INC,02-Central,733403500,1677,472.01,1204.99
THERMAL PRODUCTS INC,02-Central,733490600,1568,477.67,1090.33
THERMAL PRODUCTS INC,02-Central,764564000,1568,653.9,914.1
THERMAL PRODUCTS INC,02-Central,734454200,1552.6,289.4,1263.2
THERMAL PRODUCTS INC,02-Central,737912200,1515.9,446.29,1069.61
THERMAL PRODUCTS INC,02-Central,793320000,1456,825.51,630.49
THERMAL PRODUCTS INC,02-Central,739541000,1342.08,505.24,836.84
THERMAL PRODUCTS INC,02-Central,768221000,1295,619.15,675.85
THERMAL PRODUCTS INC,02-Central,734851000,1290.87,274.2,1016.67
THERMAL PRODUCTS INC,02-Central,792624000,1080,399.72,680.28
THERMAL PRODUCTS INC,02-Central,777904301,1036.72,469.88,566.84
THERMAL PRODUCTS INC,02-Central,771130000,1030.2,70.35,959.85
THERMAL PRODUCTS INC,02-Central,739541200,803.84,321.78,482.06
THERMAL PRODUCTS INC,02-Central,792620000,786,260.22,525.78
THERMAL PRODUCTS INC,02-Central,793330000,760,208.12,551.88
THERMAL PRODUCTS INC,02-Central,764902000,695,322.08,372.92
THERMAL PRODUCTS INC,02-Central,724281200,680,154.62,525.38
THERMAL PRODUCTS INC,02-Central,777585000,674.28,42.69,631.59
THERMAL PRODUCTS INC,02-Central,764861000,654,311.73,342.27
THERMAL PRODUCTS INC,02-Central,737902100,573.3,203.22,370.08
THERMAL PRODUCTS INC,02-Central,793260074,529.2,285.81,243.39
THERMAL PRODUCTS INC,02-Central,739450000,401.76,260.24,141.52
THERMAL PRODUCTS INC,02-Central,733444200,320,69.38,250.62
THERMAL PRODUCTS INC,02-Central,766162000,234.75,77.76,156.99
THERMAL PRODUCTS INC,02-Central,734162000,228,158.4,69.6
THERMAL PRODUCTS INC,02-Central,734970000,217.92,102.61,115.31
THERMAL PRODUCTS INC,02-Central,733510000,210,79.51,130.49
THERMAL PRODUCTS INC,02-Central,740361701,208.8,318.65,-109.85
THERMAL SOLUTIONS PRODUCT,01-East,726000240,9204,908.61,8295.39
THERMAL STRUCTURES INC.,02-Central,732820000,22105.77,1848.83,20256.94
THERMAL STRUCTURES INC.,02-Central,768144200,4260,648.34,3611.66
THERMAL STRUCTURES,01-East,732820000,568241.79,44616.14,523625.65
THERMAL STRUCTURES,01-East,732830000,149046.52,13131.66,135914.86
THERMAL STRUCTURES,01-East,791104295,136666.97,38406.72,98260.25
THERMAL STRUCTURES,01-East,732771000,51728.54,3530.39,48198.15
THERMAL STRUCTURES,01-East,724101400,38064,8884.38,29179.62
THERMAL STRUCTURES,01-East,724261400,33455.4,6816.25,26639.15
THERMAL STRUCTURES,01-East,732905000,29559.59,2196.99,27362.6
THERMAL STRUCTURES,01-East,724281400,27616.2,7916.28,19699.92
THERMAL STRUCTURES,01-East,791106479,26849.05,6343.9,20505.15
THERMAL STRUCTURES,01-East,733525600,23351.5,3178.11,20173.39
THERMAL STRUCTURES,01-East,733444300,11139.6,2083.23,9056.37
THERMAL STRUCTURES,01-East,724121400,10462,3598.11,6863.89
THERMAL STRUCTURES,01-East,724401150,8048.4,1212.97,6835.43
THERMAL STRUCTURES,01-East,779989967,5431.47,1213.51,4217.96
THERMAL STRUCTURES,01-East,791104480,4452.72,1110.02,3342.7
THERMAL STRUCTURES,01-East,791104880,975.11,180.59,794.52
THERMAL STRUCTURES,01-East,733383000,910.8,163.93,746.87
THERMAL STRUCTURES,01-East,733141300,775.6,155.94,619.66
THERMAL STRUCTURES,01-East,733141200,756.8,119.94,636.86
THERMAL STRUCTURES,01-East,734611100,161.02,27.18,133.84
THERMAL STRUCTURES,02-Central,732820000,33348.01,2625.71,30722.3
THERMAL STRUCTURES,02-Central,732771000,10123.68,774.6,9349.08
THERMAL STRUCTURES,02-Central,792730000,547.4,62.56,484.84
THERMAL STRUCTURES,02-Central,733423700,532.16,72.44,459.72
THERMAL TECHNOLOGY INC,02-Central,735602000,6506.5,2019.01,4487.49
THERMAL TECHNOLOGY INC,02-Central,735752000,1023,261.72,761.28
THERMALTEK INC,02-Central,777698063,19502,9470.06,10031.94
THERMALTEK INC,02-Central,779988828,9840,7098.11,2741.89
THERMALTEK INC,02-Central,779988813,7380,4413.78,2966.22
THERMALTEK INC,02-Central,779988846,1934,1197.34,736.66
THERMCRAFT INC,02-Central,727000030,116461.8,48224.58,68237.22
THERMCRAFT INC,02-Central,764781040,55282.5,5632.33,49650.17
THERMCRAFT INC,02-Central,727000042,53278.4,21650.32,31628.08
THERMCRAFT INC,02-Central,727063020,35694,14374.07,21319.93
THERMCRAFT INC,02-Central,738561000,10627.2,3103.42,7523.78
THERMCRAFT INC,02-Central,738401000,9846.35,5520.24,4326.11
THERMCRAFT INC,02-Central,738381000,5082.06,2302.64,2779.42
THERMCRAFT INC,02-Central,764762000,4687.2,645.09,4042.11
THERMCRAFT INC,02-Central,715000000,4424,1221.97,3202.03
THERMCRAFT INC,02-Central,733525500,3891,471.29,3419.71
THERMCRAFT INC,02-Central,738441000,2848.07,1568.25,1279.82
THERMCRAFT INC,02-Central,763991000,2170.8,1238.24,932.56
THERMCRAFT INC,02-Central,738361000,1827.36,1235.52,591.84
THERMCRAFT INC,02-Central,777601000,1629.18,320.44,1308.74
THERMCRAFT INC,02-Central,779988828,1555,792.48,762.52
THERMCRAFT INC,02-Central,740402301,875,219.36,655.64
THERMCRAFT INC,02-Central,740382101,626.4,296.37,330.03
THERMO CONTROL HEATING,01-East,764901000,2707.5,481.73,2225.77
THERMO FISHER ENVIR.,01-East,724281200,2346,332.78,2013.22
THERMO FISHER SCIENTIFIC,01-East,738361000,626.04,308.88,317.16
THERMO FISHER SCIENTIFIC,02-Central,715000500,158226.88,39806.76,118420.12
THERMO FISHER SCIENTIFIC,02-Central,764481000,18702,4192.42,14509.58
THERMO-TEK LTD.,02-Central,734010000,905,180.1,724.9
THERMOMETRICS CORPORATION,01-East,766081010,2202,72.74,2129.26
THERMOMETRICS CORPORATION,01-East,727000140,265.6,16.71,248.89
THERMTREND INC.,01-East,733403200,1133,99.17,1033.83
THERMTREND INC.,01-East,770810000,845,17.19,827.81
THIBADO INC.,02-Central,739561200,863.87,149,714.87
THOMPSON ENAMEL,02-Central,764262000,865,45.31,819.69
THOMPSON IG,02-Central,738361000,1252.08,617.76,634.32
THOMPSON IG,02-Central,738521000,1112.96,597.12,515.84
THOMPSON IG,02-Central,734311100,808.72,70.6,738.12
THOMPSON IG,02-Central,734611100,189.44,27.18,162.26
THORPE PRODUCTS,01-East,735602000,106490,33828.15,72661.85
THORPE PRODUCTS,01-East,735862000,9100,3598.17,5501.83
THORPE PRODUCTS,01-East,768142074,6451.5,2558.12,3893.38
THORPE PRODUCTS,01-East,768241100,6200,2277.23,3922.77
THORPE PRODUCTS,01-East,735602110,3740,1071.04,2668.96
THORPE PRODUCTS,01-East,735752000,2600,889.19,1710.81
THORPE PRODUCTS,01-East,735750000,2180,755.37,1424.63
THORPE PRODUCTS,02-Central,735602000,52544,16568.92,35975.08
THORPE PRODUCTS,02-Central,768111220,8532,4272.35,4259.65
THORPE PRODUCTS,02-Central,768121012,8112,3452,4660
THORPE PRODUCTS,02-Central,771002000,1468,38.59,1429.41
THORPE TECHNOLOGIES INC.,01-East,770340000,3075.75,305.15,2770.6
THORPE TECHNOLOGIES INC.,01-East,770330000,2130,202.93,1927.07
THORPE TECHNOLOGIES INC.,01-East,770410000,1585,102.99,1482.01
THORPE TECHNOLOGIES INC.,01-East,770140000,1177.56,76.74,1100.82
THORPE TECHNOLOGIES INC.,01-East,770520000,906,48.32,857.68
THORPE TECHNOLOGIES INC.,02-Central,770430000,1327.5,88.55,1238.95
THORPE TECHNOLOGIES INC.,02-Central,770340000,1025.25,101.72,923.53
THORPE TECHNOLOGIES INC.,02-Central,770330000,1015,96.65,918.35
TIGHITCO INC.,02-Central,791107600,476434.8,247529.26,228905.54
TIGHITCO INC.,02-Central,791107850,260962.02,78958.24,182003.78
TIGHITCO INC.,02-Central,791107200,205808.94,76872.61,128936.33
TIGHITCO INC.,02-Central,724281410,62655,29215.97,33439.03
TIGHITCO INC.,02-Central,724261400,30795,10489.95,20305.05
TIGHITCO INC.,02-Central,791107400,16957.62,6742.09,10215.53
TIGHITCO INC.,02-Central,724101400,2486,932.14,1553.86
TIGHITCO INC.,02-Central,791004100,1734.4,1027.42,706.98
TIGHITCO INC.,02-Central,791104675,1153.67,480.25,673.42
TIGHITCO INC.,02-Central,724311400,622,376.76,245.24
TIGHITCO INC.,02-Central,733211000,327.5,47.39,280.11
TIGHITCO INC.,02-Central,792702000,303.75,96.6,207.15
TIGHITCO LATINOAMERICA,01-East,733525600,5252.5,529.48,4723.02
TIGHITCO LATINOAMERICA,01-East,724281200,4195,1384.9,2810.1
